id,type_of_shot,frame_count,kpt_0_x,kpt_0_y,kpt_1_x,kpt_1_y,kpt_2_x,kpt_2_y,kpt_3_x,kpt_3_y,kpt_4_x,kpt_4_y,kpt_5_x,kpt_5_y,kpt_6_x,kpt_6_y,kpt_7_x,kpt_7_y,kpt_8_x,kpt_8_y,kpt_9_x,kpt_9_y,kpt_10_x,kpt_10_y,kpt_11_x,kpt_11_y,kpt_12_x,kpt_12_y,kpt_13_x,kpt_13_y,kpt_14_x,kpt_14_y,kpt_15_x,kpt_15_y,kpt_16_x,kpt_16_y
1,lift,10,0,0,0,0,0,0,838.3130493,357.2277222,0,0,850.9022217,398.9840698,899.1987305,365.6002197,809.9698486,430.246521,916.6860352,394.2869263,777.6694336,415.755127,0,0,936.0083008,480.6219177,961.9182739,462.4137573,884.6116333,561.5224609,913.1689453,515.9089966,936.3305664,643.9466553,984.5598755,557.8465576
1,lift,11,0,0,0,0,0,0,822.0484619,354.2608032,0,0,837.664978,394.1650696,886.1968994,359.9862671,785.9951782,414.480835,922.8059692,378.1091919,745.1965942,396.4291382,0,0,920.4438477,479.3190918,941.9970703,464.8203735,880.0738525,560.6564941,885.2047119,532.0779419,940.4857178,643.991394,922.8100586,619.6716309
1,lift,12,0,0,0,0,0,0,809.9310303,340.8850098,0,0,830.4557495,379.4205933,861.7351685,348.5731812,792.6309814,397.0801086,822.8503418,381.9802856,787.0598145,382.3713379,744.4957275,392.569397,903.1567383,467.5211182,919.7165527,453.5853882,879.5842285,556.6507568,889.5128174,540.3411865,937.5,641.3355713,926.8480225,626.6932983
1,lift,13,792.2559204,328.59729,0,0,0,0,806.5814209,323.5796204,0,0,845.4944458,352.9071655,803.6090088,356.4715576,866.8121338,385.3647766,747.7548218,382.8884888,808.5921021,371.9412231,691.1664429,370.2580261,895.6591797,456.3132324,875.5517578,457.5322266,880.0167847,548.9018555,881.5583496,545.2315674,932.0183716,636.0125732,928.1261597,628.036377
1,lift,14,0,0,0,0,0,0,771.9512939,321.1184387,0,0,780.2856445,355.6975708,832.3052368,333.4530945,722.0178223,375.098877,862.7155151,350.2406311,667.4008789,365.355957,836.8843994,371.4222717,864.6893311,450.3221741,892.888916,439.4221191,875.4925537,540.4194336,880.7802734,530.2565918,920.7523804,625.2976685,918.5320435,619.8118896
1,lift,15,0,0,0,0,0,0,758.2525635,319.0010071,0,0,770.2374878,356.0105286,824.3942871,333.3868408,707.3209229,369.0803528,861.4789429,364.9284973,648.5280762,360.369751,871.3076782,410.7373047,849.9720459,448.9324646,879.9779663,435.8851929,864.5631104,529.5261841,869.2946777,514.1020508,905.9993896,605.3372192,901.869873,597.4007568
1,lift,16,0,0,0,0,0,0,746.2474365,314.4400024,0,0,759.465271,348.9338379,806.9364014,339.9929199,698.09375,362.144043,825.8105469,410.855896,635.8762817,356.2677917,782.1087036,456.8104248,836.4829102,441.5494385,862.0371704,434.4656677,854.4473267,524.791687,859.6868896,517.2767334,903.4515381,597.0952148,897.4702148,592.9179688
1,lift,17,0,0,0,0,0,0,735.3082886,315.23349,0,0,755.7931519,343.9442139,792.9854126,345.829834,698.6582031,354.1537781,800.7463379,425.5675659,633.9118652,353.4041138,760.0944824,464.0705872,827.0037842,437.3707275,844.1791992,434.2555237,836.0845947,520.7805176,841.5759888,517.1795654,895.736145,591.2733154,890.2648926,587.2661133
1,lift,18,0,0,0,0,0,0,721.9190674,315.0784302,0,0,741.045105,342.142334,777.9048462,336.854126,698.8081055,351.1333618,805.0841064,374.3882446,640.1048584,350.1304321,0,0,808.9544067,436.1199341,830.0748901,429.7285156,821.4735718,516.9788208,827.2323608,507.1799316,886.2749634,588.9549561,879.2025757,579.7758789
1,lift,19,702.9683838,324.6881104,704.7700195,318.3289795,0,0,716.8134155,316.4223938,0,0,739.2814941,333.8700562,749.1326904,348.9985962,715.5527344,345.2268677,756.7927246,419.2565002,659.9382324,353.2959595,728.8483887,462.5090332,809.2540894,425.5024109,808.817627,429.3226624,805.074585,507.521759,806.9268188,508.5917053,870.796875,583.711731,866.7211304,576.1763916
1,lift,20,693.4400635,336.7627563,694.3050537,329.8551331,0,0,706.793335,325.9326782,0,0,734.7603149,342.1203918,738.9227295,362.9959717,724.605896,349.3973389,745.168396,420.2450562,691.9244385,349.1740112,722.4489136,459.0706177,804.9110107,422.5620117,800.7617798,431.9666138,791.2883301,499.6095276,798.2023315,520.1902466,859.0073853,577.0432129,858.4401855,580.4226074
1,lift,21,690.6300659,337.9188843,691.94104,331.3781433,0,0,701.0350342,328.4542236,0,0,720.994873,347.2584534,724.6187744,357.740509,724.975708,359.6346436,738.8610229,413.7983093,698.869751,347.7623901,717.751709,457.9250183,799.8578491,418.3023682,797.2150879,424.2339783,777.0427246,499.6324768,785.1960449,512.494873,850.5390015,570.0976563,841.2670288,564.8047485
1,lift,22,0,0,0,0,0,0,0,0,0,0,696.2149658,342.3586426,724.8846436,349.6707153,710.4121704,343.6309814,732.312439,413.2038574,718.9030762,346.2112122,719.1343384,461.749054,777.9800415,416.788147,793.9300537,414.3598328,767.4335327,516.5722046,772.8027954,500.9002686,844.6439209,563.3243408,827.3355713,557.1541138
1,lift,23,0,0,0,0,0,0,672.8344727,323.6967163,0,0,687.5386353,340.0943298,707.7850952,333.2421265,704.5839844,344.1079712,0,0,725.0185547,346.2179565,0,0,772.012146,405.4591675,779.0161743,395.975647,751.8269653,511.0369263,742.4234009,470.8372192,829.0855713,542.9593506,779.7550659,513.2168579
1,lift,24,0,0,0,0,0,0,0,0,0,0,683.7915039,335.355835,703.1046143,323.2322388,703.7398071,346.3689575,709.9855347,341.9178772,717.9490967,350.1204224,717.2216797,348.5843201,753.2574463,410.0310669,766.4984131,397.1688232,745.4530029,498.1251831,734.0291748,447.0469971,815.2524414,529.371521,751.463501,485.7510681
1,lift,25,675.6036987,296.6191406,0,0,0,0,687.2640381,294.3335266,0,0,690.7562866,317.5717773,708.6190796,322.3768921,694.574646,333.4073486,726.394104,385.3346558,699.0704346,351.1971741,724.5117798,443.0714111,774.2303467,380.9715576,779.9231567,379.1356201,756.7283325,453.9454041,739.3070068,435.5444031,810.2513428,507.8108826,740.3629761,479.0032043
1,lift,26,0,0,0,0,0,0,674.5079346,287.3122253,0,0,689.3799438,311.129364,720.0328369,306.1049805,695.6219482,352.2814331,0,0,668.59729,388.0383606,0,0,769.2468262,377.6221924,791.9336548,373.9612122,733.843689,434.9945068,744.1646118,429.7565918,776.7095337,489.3592224,769.746582,485.8423462
1,lift,27,0,0,0,0,0,0,674.6221313,279.1306152,0,0,687.4500732,309.2686768,729.0446777,301.0092773,684.5258789,347.8892517,768.6937866,332.5722656,656.5577393,390.354126,766.7521362,365.3681641,762.8793335,376.0154419,785.6689453,371.7632141,723.9367676,425.0065308,727.144104,411.3413086,781.2853394,475.9610596,735.8240967,464.8865662
1,lift,28,0,0,0,0,0,0,677.6793213,268.6386414,0,0,684.5189209,304.0041199,735.7728271,291.8930359,670.0297852,349.855896,776.2891235,320.0447693,641.586731,393.007019,780.9206543,344.3260193,752.8295898,376.3388062,782.0712891,369.7142334,719.0415039,413.0765991,728.5374756,397.1933289,774.0175781,468.4846802,723.6293945,460.9866028
1,lift,29,0,0,0,0,0,0,682.6379395,257.1578369,0,0,686.5176392,294.4337158,742.6052856,281.0571289,662.4777222,346.8304443,783.850708,319.9891357,628.3615112,392.909668,804.5873413,372.8230591,747.7869263,371.4876709,782.0209961,363.7894897,712.0948486,398.1220093,730.1054077,379.6053467,760.8741455,469.5566101,725.4720459,454.1141663
1,lift,30,0,0,0,0,0,0,686.0306396,247.1723328,713.8565674,242.5738678,685.5565186,285.6391296,747.3577881,273.3041992,655.4290771,342.0105896,794.5673828,315.727478,619.7608643,389.4179077,810.5668945,372.8503113,748.1848145,360.8148499,784.7285767,357.9074097,706.3319092,380.7564087,739.9726563,386.2440186,734.8082275,453.9360352,737.1065063,459.5997925
1,lift,31,0,0,0,0,0,0,688.6119385,237.4599915,716.5009766,233.253891,686.0054321,279.7819214,752.4331055,264.4008179,651.7645264,338.5917969,798.0257568,308.7584229,617.1948242,383.7043152,812.6965332,359.7361145,746.5652466,353.3534546,786.7875977,350.3340149,705.9425049,375.4117737,749.7020264,386.6824341,717.2401123,459.3377686,737.9073486,467.7355957
1,lift,32,0,0,0,0,0,0,692.3416748,230.2629852,721.6698608,226.1745758,687.59729,272.3617249,760.7045898,258.3383484,651.1503906,332.7442627,803.5485229,307.5794678,619.4362793,376.5214844,819.1000366,363.0217896,743.3570557,352.2374268,789.2889404,348.9599915,706.1137695,375.1522522,762.085144,377.8178101,698.7243652,467.1004639,749.3276978,461.9387207
1,lift,33,0,0,0,0,0,0,696.994873,224.6931763,725.9633179,219.672287,688.9174194,267.4146729,767.2444458,253.7118225,650.1624756,328.9868164,806.5112915,306.8747864,620.4348145,373.2179871,823.2189941,364.9223633,734.1954346,347.0592346,783.5626221,343.371521,701.2936401,395.0461426,768.378418,388.8867188,676.9179688,479.378418,767.3934326,472.5543823
1,lift,34,709.5585938,214.2168274,714.7658081,209.0345154,705.1483154,209.2035828,723.2930908,214.0714722,705.1166382,215.0703735,748.8310547,255.6356964,707.1411133,259.3221741,790.2676392,297.2087402,669.7705688,307.7921753,825.8375854,341.600647,643.7630615,345.4902649,763.664856,342.913208,738.4451904,343.7280273,762.9968872,393.6218262,712.6455688,398.4384155,777.0636597,467.900238,676.447876,476.1490784
1,lift,35,717.6170044,213.2657166,723.704834,207.3529205,711.6936035,208.2554932,736.1220703,211.2870483,706.5704346,213.5431366,770.6511841,250.848175,695.1814575,260.3456421,807.7284546,295.1341248,663.7388916,303.7082214,835.171936,342.2292175,643.3347168,331.8473816,772.4007568,347.5292358,723.2567139,349.6956177,787.8661499,397.0782471,700.2106323,403.1629944,791.237915,471.1381836,668.9100952,480.0548096
1,lift,36,723.9988403,213.0229492,730.3190308,206.9884338,718.0559082,207.874649,743.0713501,210.7848969,712.1051025,212.8353577,776.0513916,252.7099609,699.453064,258.4621582,816.7791748,299.1924438,669.4547119,298.0023804,844.5820313,348.6035767,647.3477173,327.4266968,773.0821533,349.9525146,722.7495728,351.3728943,796.3028564,396.9139404,701.7055664,403.8430786,802.5789795,477.9972534,668.4266968,481.2749634
1,lift,37,0,0,0,0,0,0,723.5483398,216.4992065,751.5770264,215.1239014,702.8219604,261.306366,780.6812744,255.6551971,663.6827393,309.1185303,825.5880737,303.5650635,646.1456299,332.7087708,851.7171631,348.0610962,720.5706177,360.6526794,772.1630859,357.6809387,702.0924072,407.3274231,804.0757446,395.8995667,663.4106445,483.3707581,811.3272705,478.2856445
1,lift,38,0,0,0,0,0,0,731.923645,217.5939484,761.4414063,216.821228,709.7775269,261.9948425,788.4534912,259.3959351,669.6186523,308.0554199,834.2606812,307.6328125,652.3766479,332.0541992,861.5706177,353.8634338,720.31427,367.0224609,772.3291016,365.1537476,706.4302979,407.6985474,811.2686157,395.6741943,665.3070679,482.0808716,817.7773438,480.8640137
1,lift,39,0,0,0,0,0,0,741.4203491,216.540329,770.6220703,215.7059021,717.3209839,260.959198,797.1400757,260.5951233,677.257019,304.0204163,840.8300171,310.790802,659.5323486,325.7054138,869.0650024,354.8974915,726.8703613,368.7208862,779.4562378,367.7732239,709.8510132,408.5892944,817.9711914,398.486084,666.4465332,484.3815918,821.7895508,487.6571655
1,lift,40,0,0,0,0,0,0,753.2609253,216.9321899,781.9763794,216.2443848,728.0731201,259.4257202,806.9633789,261.5552673,687.5888672,301.3065796,848.9543457,312.7762756,667.8400879,322.6480103,875.8891602,351.6133423,730.1108398,368.7136841,782.1398926,369.4425659,713.697937,408.3046875,826.1550903,403.736145,666.9398193,483.600769,821.1589966,494.5321655
1,lift,41,0,0,0,0,0,0,764.9161987,216.6069794,792.4545898,216.1309967,738.8447266,258.3815002,818.4649658,261.1422424,698.3670044,298.3485718,859.6940918,313.1364136,677.2279053,317.2560425,882.7481689,356.175415,739.2317505,369.3116455,791.9459839,370.8776855,714.6980591,413.691864,833.2858276,408.1328735,666.9941406,483.2773743,821.6497192,501.2105713
1,lift,42,0,0,0,0,0,0,775.6345825,216.2539063,804.272583,216.0217285,749.5935669,258.6351929,832.0636597,261.5166016,706.5284424,299.7808228,870.9145508,315.6172485,682.1175537,317.2314148,890.854187,357.4152222,749.9302368,369.7651978,804.9129639,372.7395935,719.5089722,414.3245239,841.4991455,414.9481506,673.0615845,477.6461487,822.1993408,507.0815125
1,lift,43,0,0,0,0,0,0,785.7385864,216.6518555,814.6940308,216.7615967,762.991394,259.2055664,842.3397827,263.1851807,719.3596191,293.7718506,878.7982178,316.4396973,692.7046509,308.8931274,896.7509766,356.6173706,762.1276245,368.648407,815.2674561,373.0119019,730.3031006,416.6636963,839.3092041,425.7128296,680.8400269,478.2163696,819.3080444,514.3925781
1,lift,44,0,0,0,0,0,0,795.3327637,217.078064,823.9299316,217.3446198,770.2109985,261.0081177,852.0784912,263.6921387,714.1800537,299.6465454,886.5617065,315.8473816,717.6981812,297.3856506,900.9832764,357.805603,770.7549438,369.6226196,824.4537354,373.5551147,740.7618408,417.4809265,837.3369141,429.4324646,696.6542969,484.7139282,817.7572021,515.9238892
1,lift,45,0,0,0,0,0,0,804.5903931,216.6905823,832.5765381,216.8088226,778.0755615,261.1700745,860.1928101,263.5298767,720.9017944,299.1777954,892.5448608,315.3233948,743.1286621,290.4189148,905.7018433,359.1158447,780.1727295,369.0214844,833.5344849,372.1730347,754.1341553,421.0842285,835.7748413,430.4342346,730.3074951,505.8960571,817.1165161,517.2407227
1,lift,46,0,0,0,0,0,0,814.0498047,216.0285034,841.7197266,216.344223,785.8566284,259.4397583,867.734314,263.1578674,731.6754761,293.3331909,897.6878052,316.3818665,743.2642212,288.1941223,908.7611694,359.3052368,789.7550049,368.8720398,842.2567139,372.5213013,769.4063721,424.1626587,838.5206299,431.0437012,748.8426514,513.1798096,817.7112427,518.4804688
1,lift,47,0,0,0,0,0,0,822.2429199,214.5935974,849.8951416,215.3196564,792.6757202,258.6043701,873.9385986,263.4631348,738.3782349,291.4571228,901.4991455,321.1017761,766.6737061,286.2153931,914.7434082,361.4992981,796.1422119,369.6865845,848.0355225,372.9326782,789.3051147,431.2633057,847.8101196,434.07547,776.135437,517.6685181,824.4664307,517.2605591
1,lift,48,0,0,0,0,0,0,830.5083618,214.772049,858.0089722,215.8638611,800.9073486,257.0961609,879.5213623,263.4117737,747.4375,290.3745117,905.0377197,322.7068176,769.121521,286.0996704,916.7421265,362.3010864,803.4165039,369.8242798,852.4435425,371.8502197,821.7463379,435.4773254,857.9954224,431.9385986,814.741394,518.3201904,838.1057129,515.4287109
1,lift,49,0,0,0,0,0,0,838.34552,215.8248138,865.8120117,217.1373291,809.6131592,258.8890991,886.3955078,266.0019531,757.8383179,292.3085938,911.0488892,327.385437,778.4188232,292.3034363,922.4785156,368.8583984,811.4688721,372.2878418,859.9312744,374.2562866,828.7387695,442.1254883,863.3807373,442.4108276,825.7141113,528.8685303,842.5494385,529.1519165
1,lift,50,0,0,0,0,0,0,845.6827393,223.7450104,874.6939087,225.2142639,816.7900391,264.7825928,893.213562,271.5453491,767.8352051,298.1367188,915.7952881,332.1141052,795.9677124,307.2281494,927.1286011,373.7355957,819.5961304,380.2177734,868.918396,379.0827942,833.7075195,459.4061279,882.8218994,435.9729004,835.4581299,544.0853882,869.8209839,508.6729126
1,lift,51,0,0,0,0,0,0,852.578125,227.3649902,882.5977783,229.2151489,823.7774048,270.4892578,901.6416016,278.6892395,776.5002441,304.5750122,925.3629761,342.9794312,792.8696289,309.6308899,934.152832,383.5480042,826.4910278,386.0010681,875.7081909,386.3648071,845.145813,462.8983154,894.2335205,449.9349976,845.7042236,553.428772,889.765625,533.4335938
1,lift,52,0,0,0,0,0,0,861.5271606,236.9399567,890.7528076,238.7293396,831.692749,279.0082397,908.7623291,288.161499,787.7380371,311.9232788,932.4642944,349.4449768,793.3986206,317.465271,939.3909302,389.1645508,832.7038574,394.0859375,882.5882568,394.7701721,854.203125,470.7550354,915.6843262,451.3519897,852.9423828,568.3983154,915.0018921,538.3057861
1,lift,53,0,0,0,0,0,0,868.897644,244.096405,898.4841309,245.4882202,839.2283936,286.8854675,913.7925415,296.0090942,791.9044189,323.8091736,942.9723511,359.2690125,806.8099365,344.2240601,948.821167,392.3510132,841.1295166,401.6972046,890.8768311,402.5060425,863.1586304,480.2099609,930.552002,466.7952881,856.3894043,577.4730225,930.7086792,561.9452515
1,lift,54,0,0,0,0,0,0,876.0975342,254.2341919,903.8149414,255.2653809,844.835083,297.4592285,920.3286133,304.1286926,793.2544556,338.6920776,948.6668091,365.8249512,809.7331543,363.1062927,955.9735107,400.277832,847.84021,411.2098083,898.9222412,411.3388672,869.0164795,480.6294556,948.2637329,474.5502625,856.7697754,577.8565063,956.65979,570.62146
1,lift,55,0,0,0,0,0,0,883.5393677,263.9949036,912.4208984,265.1289063,851.9157715,306.5035706,930.1626587,313.4867554,787.7440186,346.5310669,956.5698853,374.1029663,810.2332764,382.0448608,966.2784424,405.7980042,853.6885986,419.4558105,906.7822266,419.692688,872.4395142,483.9466858,961.7873535,485.3439331,855.7911377,579.3469238,977.2323608,576.1731567
1,lift,56,0,0,0,0,0,0,892.6027222,270.8880005,921.1576538,272.6872559,862.9000854,312.741272,938.5206299,319.7249146,825.1707764,350.4821777,964.3693848,378.2281494,814.8206787,371.6607361,975.1973877,412.982666,864.6400146,426.5377197,916.0835571,427.95755,876.4519043,487.0950928,969.6271973,497.9764709,857.8742676,580.072998,994.0988159,591.0549316
1,lift,57,0,0,0,0,0,0,902.1983643,276.4417725,928.3068848,278.7451782,871.3186035,321.071167,948.4580078,328.1332092,826.8919678,360.5198975,974.6047363,383.5090942,822.8581543,382.3441162,985.1448364,419.6703491,875.0098267,432.9761353,927.2858276,435.435791,876.5084229,491.5947876,973.8839111,509.7286072,858.0801392,582.0537109,1008.59436,598.418335
1,lift,58,0,0,0,0,0,0,910.3536987,286.6953125,938.8390503,289.1804504,880.3591919,327.9667053,959.2966309,334.8892822,835.9226074,367.6758423,986.3062744,387.8129272,830.9388428,393.0690613,995.0943604,427.6393738,887.6751709,439.0755005,940.6783447,443.3835449,877.5927734,490.7337036,984.1767578,526.5810547,856.5979004,581.8115845,1022.823975,625.5337524
1,lift,59,0,0,0,0,0,0,918.8597412,294.2835388,948.6270142,296.5403748,890.7467041,334.0218506,970.5875854,343.5710449,846.6031494,376.704895,999.9042969,402.1298828,837.3751221,403.0948486,1006.950867,438.1336365,897.9387817,444.5757446,951.6630249,450.9342651,879.8408203,491.9857788,993.4612427,538.4533081,856.4753418,580.2478027,1022.930054,638.9345703
1,lift,60,0,0,0,0,0,0,927.8989868,301.6976624,958.6231079,304.1212158,900.5526733,339.8382263,982.2821045,351.1953125,859.7320557,374.992981,1013.175171,414.3592529,843.3932495,403.173584,1015.583801,455.7504272,907.5060425,451.477356,961.6846924,459.4472961,886.548645,492.4818115,1001.149048,546.5471191,860.1166382,580.5294189,1023.817993,650.2680664
1,lift,61,0,0,0,0,0,0,934.1644897,311.5012817,966.5645142,312.5015259,911.1619873,350.2667542,993.390564,357.5755615,870.03302,379.7297668,1023.572388,420.3546753,850.6509399,404.8483887,1026.193481,466.2093506,915.8709717,457.7262268,972.2345581,464.2020874,892.0509644,505.8897705,1010.669006,550.7910156,867.3269043,585.9993896,1028.007935,651.6306152
1,lift,62,0,0,0,0,0,0,940.3894043,313.6004333,972.9381714,314.1402283,917.4734497,353.2062378,998.7194824,359.9611816,875.7178345,385.2097473,1030.001587,421.0698853,852.5283203,405.1735229,1034.186157,468.8826904,921.7572632,461.5856934,978.0083008,467.2513123,899.7293701,512.5009155,1018.478821,550.3482056,879.3237915,598.9960938,1029.883423,652.309082
1,lift,63,0,0,0,0,0,0,944.7433472,314.2614441,977.7492065,314.5722046,921.1352539,354.0739746,1002.43457,360.2504578,876.9382324,384.3780823,1034.020508,419.7496948,855.026123,402.5307007,1039.921631,467.2136536,925.1534424,464.0314636,981.6607666,468.4860229,907.5230103,519.9674683,1022.804199,550.0795898,896.4724121,615.1738281,1031.382813,651.7454834
1,lift,64,0,0,0,0,0,0,947.5517578,312.4776917,981.2510986,313.1929016,923.9979248,351.8253784,1003.839783,358.0101929,879.6575928,381.4210205,1036.289551,417.0231018,858.2000122,398.2384033,1043.344727,463.625885,930.317749,462.1340332,986.0275879,465.9877319,914.4241943,522.9992065,1023.449585,549.8601074,909.0379639,620.2469482,1032.234619,652.1427612
1,lift,65,0,0,0,0,0,0,949.5037231,310.1258545,983.2391968,310.5753784,925.5703125,349.8706665,1006.417664,355.1682129,880.116333,378.7215576,1037.425049,412.0670471,860.4660645,394.0621338,1045.451294,458.5204163,932.7237549,459.6082458,988.5569458,462.9802551,916.286438,523.7751465,1022.990967,548.5874634,910.1193848,621.6984863,1031.644897,652.0834351
1,lift,66,0,0,0,0,0,0,950.8635864,308.617157,984.1339722,308.9221802,926.906311,347.645752,1007.940186,353.0064697,884.3086548,373.1566162,1039.048584,408.6312866,864.0327148,383.6383667,1047.18457,453.7493286,935.8381958,456.8702698,991.3952026,460.0712585,916.3922119,522.2421875,1023.921997,543.6074219,907.3027954,621.1711426,1031.630493,649.5926514
1,lift,67,0,0,0,0,0,0,952.1094971,306.5471802,984.46698,306.7125244,926.5012207,346.3485107,1010.290466,350.8630371,884.4065552,370.4904175,1041.107422,405.5114441,864.6234131,380.7263794,1049.549805,449.54953,937.7567749,453.3484497,994.9927979,456.1828918,914.1928101,521.1304932,1028.912842,534.3015137,901.8295288,618.8917847,1035.62793,640.9091797
1,lift,68,0,0,0,0,0,0,953.0819092,305.6959534,985.6734619,306.0505981,927.2928467,345.7781982,1011.446106,350.3201599,887.0453491,369.1538391,1043.43335,403.9296265,867.5991211,380.8233643,1051.348389,449.5067139,938.0303345,450.4992371,996.0338135,453.7445068,911.0963745,517.6595459,1036.554443,531.3490601,894.4439697,615.3675537,1043.817261,635.7982178
2,lift,0,0,0,0,0,0,0,690.5963135,276.3568726,723.8734131,277.8780518,662.3968506,315.0419922,738.6212769,321.1356201,617.2651978,360.2340698,777.53479,376.5256042,650.9908447,358.0821228,788.3336182,383.6870728,658.0664673,425.0660706,708.0814819,430.7225647,680.6641846,485.2648621,718.8341064,524.5397339,689.170105,563.7692871,693.6755371,612.3986206
2,lift,1,0,0,0,0,0,0,690.4054565,276.1970215,723.3284912,278.6157837,660.5614014,317.0844421,738.7901611,322.2480469,616.1506958,361.5359497,776.4599609,377.5934143,651.6915283,360.5852051,787.0743408,383.6997681,659.8056641,428.5821533,708.9576416,435.2632751,678.2479858,485.3173218,715.5067139,531.5644531,686.7867432,562.6444702,691.737915,616.6030884
2,lift,2,0,0,0,0,0,0,689.4488525,275.90802,722.2723389,278.1146851,660.5973511,317.8584595,739.0549316,323.0769653,615.9819946,361.920166,776.2485352,376.1875,641.9730225,360.5874634,785.1613159,385.4712524,662.1904297,430.5194092,711.409668,436.8217773,675.6738281,486.2322388,713.022583,529.3588257,685.6116333,557.2861328,692.5773926,617.5006104
2,lift,3,0,0,0,0,0,0,688.1445313,274.6147461,721.4175415,276.8649597,660.0195313,317.5350952,739.7883301,322.8613892,616.6582031,362.6215515,776.2595825,378.1055603,636.2366333,360.9084473,784.5101318,389.1878052,664.887085,429.8132324,715.0596924,436.1872559,672.4295654,487.7887573,709.9720459,528.2078247,683.8479614,553.9310913,690.8021851,615.2059326
2,lift,4,0,0,0,0,0,0,686.7576294,272.9447327,721.2075195,273.814209,659.4800415,315.0337219,739.8712158,318.5756836,617.0644531,362.8441162,773.0352173,369.3629761,631.4847412,360.395752,782.7481079,391.2092896,666.8746948,430.1650391,717.3517456,435.5667114,671.0791626,489.1144409,707.3220215,527.993103,682.3244019,554.1313477,689.9503174,619.1479492
